1507,nu,	1.0
1563,nu,	1.0
1584,nu,	1.0
1598,nu,	1.1333333333333333
1605,nu,	1.0
1612,nu,	1.0
1619,nu,	1.0
1626,nu,	1.0
1640,nu,	1.1875
1647,nu,	1.3072916666666667
1654,nu,	1.303030303030303
1661,nu,	1.2463768115942029
1667,chi,	1.0
1668,nu,	1.3018867924528301
1675,nu,	1.6255458515283843
1679,nu,	1.530612244897959
1686,nu,	1.8627450980392157
1693,nu,	1.5949764521193093
1700,haw,	1.0
1700,nu,	1.953813855843247
1706,chi,	1.3333333333333333
1707,nu,	2.2273255813953488
1712,chi,	1.2222222222222223
1714,nu,	2.755434782608696
1719,chi,	1.0
1721,nu,	2.488482922954726
1726,chi,	1.2857142857142858
1727,haw,	1.0
1728,nu,	3.3233151183970855
1732,chi,	1.5
1735,nu,	3.0746587030716723
1739,chi,	1.4285714285714286
1742,nu,	3.1676408076514346
1746,chi,	1.0
1749,nu,	3.411073825503356
1753,chi,	1.3333333333333333
1756,nu,	2.660647571606476
1760,haw,	2.5
1763,nu,	3.025817895151754
1766,chi,	1.92
1767,haw,	1.0
1770,nu,	3.214227576102881
1773,chi,	1.875
1777,nu,	3.562488888888889
1780,haw,	1.5
1784,nu,	3.534438193705337
1786,chi,	1.5925925925925926
1791,nu,	4.614023843097039
1793,chi,	1.7317073170731707
1794,haw,	2.0
1798,nu,	4.16590595478187
1805,chi,	1.9047619047619047
1805,nu,	4.786462984723855
1806,haw,	1.5
1811,chi,	3.031496062992126
1812,haw,	2.5555555555555554
1812,nu,	5.0094982448895315
1818,chi,	2.5988023952095807
1819,haw,	2.142857142857143
1819,nu,	5.604121776603878
1825,chi,	3.0294117647058822
1826,haw,	2.6
1826,nu,	6.545077226644893
1832,chi,	3.7176470588235295
1833,haw,	2.6363636363636362
1833,nu,	6.850933667375536
1839,chi,	3.3333333333333335
1840,nu,	7.468943382285028
1845,chi,	2.902439024390244
1846,haw,	3.103448275862069
1847,nu,	6.48047535179947
1852,chi,	3.484472049689441
1853,haw,	3.2941176470588234
1854,nu,	7.8019787595705425
1859,chi,	3.712846347607053
1861,nu,	7.345996214000845
1865,chi,	3.740506329113924
1866,haw,	2.1914893617021276
1868,nu,	6.927090541700114
1872,chi,	3.4402173913043477
1873,haw,	1.5869565217391304
1875,nu,	7.648363673816206
1879,chi,	3.231818181818182
1880,haw,	2.0
1882,nu,	8.055329887992922
1886,chi,	3.6099815157116453
1889,nu,	7.814102564102564
1892,chi,	3.9106060606060606
1893,haw,	2.5180722891566263
1896,nu,	8.460146119420113
1899,chi,	4.519633507853404
1900,nu,	8.953408351762716
1904,chi,	4.596153846153846
1905,haw,	3.11340206185567
1907,nu,	8.781835040410655
1911,chi,	3.7364620938628157
1912,haw,	3.4166666666666665
1914,nu,	8.570255495013138
1918,chi,	3.8404255319148937
1919,haw,	4.428571428571429
1921,nu,	8.023387174945585
1924,chi,	2.963757396449704
1925,haw,	3.849056603773585
1928,nu,	7.362615982107776
1931,chi,	3.4406153846153846
1932,haw,	2.5828571428571427
1935,nu,	6.95382841707024
1938,chi,	3.605939463163906
1939,haw,	3.7051282051282053
1942,nu,	7.005960180765531
1944,chi,	3.0934579439252334
1945,haw,	3.5555555555555554
1949,nu,	8.121328005191334
1951,chi,	3.6988344988344988
1952,haw,	3.180257510729614
1956,nu,	8.517199495700126
1958,chi,	4.180817051509769
1959,haw,	3.2175925925925926
1963,nu,	10.826639555487004
1965,chi,	5.139596602972399
1966,haw,	4.009345794392523
1970,nu,	12.320418121449666
1971,chi,	6.012018140589569
1972,haw,	3.3613861386138613
1977,nu,	12.658765781750699
1978,chi,	5.701559020044543
1979,haw,	4.237467018469657
